Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0819	0.1673	25000	125000
2	Spectrogram 1	1	0.2355	0.2739	25000	125000
3	Spectrogram 1	1	0.3209	0.483	25000	125000
4	Spectrogram 1	1	0.5001	0.6665	25000	125000
5	Spectrogram 1	1	0.6921	0.8371	25000	125000
6	Spectrogram 1	1	0.8627	0.9737	25000	125000
7	Spectrogram 1	1	0.9993	1.1358	25000	125000
8	Spectrogram 1	1	1.1529	1.3022	25000	125000
9	Spectrogram 1	1	1.3363	1.4985	25000	125000
10	Spectrogram 1	1	1.5241	1.6009	25000	125000
11	Spectrogram 1	1	1.635	1.7203	25000	125000
12	Spectrogram 1	1	1.763	1.8014	25000	125000
13	Spectrogram 1	1	1.8995	1.9763	25000	125000
