Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.4318	0.4873	25000	125000
2	Spectrogram 1	1	0.5171	0.6494	25000	125000
3	Spectrogram 1	1	0.6963	0.7689	25000	125000
4	Spectrogram 1	1	0.7945	0.9267	25000	125000
5	Spectrogram 1	1	0.9566	1.0846	25000	125000
6	Spectrogram 1	1	1.1145	1.2937	25000	125000
7	Spectrogram 1	1	1.3235	1.4558	25000	125000
8	Spectrogram 1	1	1.5241	1.6691	25000	125000
9	Spectrogram 1	1	1.7289	1.8185	25000	125000
10	Spectrogram 1	1	1.8483	1.9763	25000	125000
