Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0691	0.2654	25000	125000
2	Spectrogram 1	1	0.3081	0.4233	25000	125000
3	Spectrogram 1	1	0.4361	0.4787	25000	125000
4	Spectrogram 1	1	0.5171	0.5598	25000	125000
5	Spectrogram 1	1	0.611	0.7006	25000	125000
6	Spectrogram 1	1	0.7305	0.7945	25000	125000
7	Spectrogram 1	1	0.8627	0.9694	25000	125000
8	Spectrogram 1	1	0.995	1.0675	25000	125000
9	Spectrogram 1	1	1.1102	1.1742	25000	125000
10	Spectrogram 1	1	1.2467	1.2979	25000	125000
11	Spectrogram 1	1	1.3065	1.3833	25000	125000
12	Spectrogram 1	1	1.4558	1.5497	25000	125000
13	Spectrogram 1	1	1.5838	1.6563	25000	125000
