Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0478	0.1673	25000	125000
2	Spectrogram 1	1	0.1971	0.2526	25000	125000
3	Spectrogram 1	1	0.3081	0.5086	25000	125000
4	Spectrogram 1	1	0.5257	0.7049	25000	125000
5	Spectrogram 1	1	0.7305	0.9225	25000	125000
6	Spectrogram 1	1	0.9609	1.0377	25000	125000
7	Spectrogram 1	1	1.0931	1.1358	25000	125000
8	Spectrogram 1	1	1.2126	1.2894	25000	125000
9	Spectrogram 1	1	1.5795	1.6521	25000	125000
10	Spectrogram 1	1	1.7161	1.7715	25000	125000
11	Spectrogram 1	1	1.8313	1.9337	25000	125000
12	Spectrogram 1	1	1.9635	1.9763	25000	125000
