Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0307	25000	125000
2	Spectrogram 1	1	0.0649	0.1971	25000	125000
3	Spectrogram 1	1	0.2142	0.3806	25000	125000
4	Spectrogram 1	1	0.4105	0.4745	25000	125000
5	Spectrogram 1	1	0.5043	0.5726	25000	125000
6	Spectrogram 1	1	0.5939	0.739	25000	125000
7	Spectrogram 1	1	0.7561	0.9566	25000	125000
8	Spectrogram 1	1	0.9865	1.1913	25000	125000
9	Spectrogram 1	1	1.2041	1.3662	25000	125000
10	Spectrogram 1	1	1.3875	1.5155	25000	125000
11	Spectrogram 1	1	1.5369	1.699	25000	125000
12	Spectrogram 1	1	1.7289	1.8867	25000	125000
13	Spectrogram 1	1	1.9081	1.9763	25000	125000
