Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0563	0.1801	25000	125000
2	Spectrogram 1	1	0.2313	0.419	25000	125000
3	Spectrogram 1	1	0.4702	0.7262	25000	125000
4	Spectrogram 1	1	0.8073	0.9011	25000	125000
5	Spectrogram 1	1	0.9566	1.0419	25000	125000
6	Spectrogram 1	1	1.0761	1.2041	25000	125000
7	Spectrogram 1	1	1.2254	1.315	25000	125000
8	Spectrogram 1	1	1.3577	1.4174	25000	125000
9	Spectrogram 1	1	1.6051	1.7203	25000	125000
10	Spectrogram 1	1	1.7673	1.8526	25000	125000
11	Spectrogram 1	1	1.9166	1.9763	25000	125000
