Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.035	0.0862	25000	125000
2	Spectrogram 1	1	0.1331	0.1758	25000	125000
3	Spectrogram 1	1	0.227	0.2739	25000	125000
4	Spectrogram 1	1	0.3294	0.3721	25000	125000
5	Spectrogram 1	1	0.4147	0.4617	25000	125000
6	Spectrogram 1	1	0.5001	0.5683	25000	125000
7	Spectrogram 1	1	0.611	0.6579	25000	125000
8	Spectrogram 1	1	0.7219	0.8158	25000	125000
9	Spectrogram 1	1	0.8542	0.9267	25000	125000
10	Spectrogram 1	1	0.9865	1.0334	25000	125000
11	Spectrogram 1	1	1.1699	1.2339	25000	125000
12	Spectrogram 1	1	1.2851	1.3577	25000	125000
13	Spectrogram 1	1	1.3961	1.4558	25000	125000
14	Spectrogram 1	1	1.4942	1.6051	25000	125000
15	Spectrogram 1	1	1.6393	1.7374	25000	125000
16	Spectrogram 1	1	1.8611	1.9209	25000	125000
17	Spectrogram 1	1	1.9593	1.9763	25000	125000
