Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0307	0.0862	25000	125000
2	Spectrogram 1	1	0.1289	0.1758	25000	125000
3	Spectrogram 1	1	0.2185	0.2654	25000	125000
4	Spectrogram 1	1	0.3166	0.4147	25000	125000
5	Spectrogram 1	1	0.4361	0.4873	25000	125000
6	Spectrogram 1	1	0.6451	0.6921	25000	125000
7	Spectrogram 1	1	0.8414	0.8969	25000	125000
8	Spectrogram 1	1	0.9566	1.0121	25000	125000
9	Spectrogram 1	1	1.0718	1.2041	25000	125000
10	Spectrogram 1	1	1.2681	1.379	25000	125000
11	Spectrogram 1	1	1.4089	1.4771	25000	125000
12	Spectrogram 1	1	1.5155	1.6563	25000	125000
13	Spectrogram 1	1	1.6862	1.7502	25000	125000
14	Spectrogram 1	1	1.891	1.9507	25000	125000
