Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.5043	0.5641	25000	125000
2	Spectrogram 1	1	0.6067	0.7305	25000	125000
3	Spectrogram 1	1	0.7475	0.867	25000	125000
4	Spectrogram 1	1	0.9054	1.0377	25000	125000
5	Spectrogram 1	1	1.0633	1.1742	25000	125000
6	Spectrogram 1	1	1.2126	1.315	25000	125000
7	Spectrogram 1	1	1.3662	1.4857	25000	125000
8	Spectrogram 1	1	1.5241	1.6222	25000	125000
9	Spectrogram 1	1	1.6649	1.8313	25000	125000
10	Spectrogram 1	1	1.8569	1.9763	25000	125000
