Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0521	25000	125000
2	Spectrogram 1	1	0.2014	0.2697	25000	125000
3	Spectrogram 1	1	0.3081	0.4361	25000	125000
4	Spectrogram 1	1	0.4617	0.5299	25000	125000
5	Spectrogram 1	1	0.5598	0.6281	25000	125000
6	Spectrogram 1	1	0.6665	0.7219	25000	125000
7	Spectrogram 1	1	0.7689	0.8414	25000	125000
8	Spectrogram 1	1	0.8713	0.9395	25000	125000
9	Spectrogram 1	1	0.9737	1.0505	25000	125000
10	Spectrogram 1	1	1.379	1.4345	25000	125000
11	Spectrogram 1	1	1.4942	1.5497	25000	125000
