Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.4233	0.4915	25000	125000
2	Spectrogram 1	1	0.5513	0.6921	25000	125000
3	Spectrogram 1	1	0.7177	0.7603	25000	125000
4	Spectrogram 1	1	0.9054	0.9651	25000	125000
5	Spectrogram 1	1	1.0206	1.1785	25000	125000
6	Spectrogram 1	1	1.1955	1.3363	25000	125000
7	Spectrogram 1	1	1.3577	1.4985	25000	125000
8	Spectrogram 1	1	1.5326	1.6393	25000	125000
9	Spectrogram 1	1	1.6777	1.8569	25000	125000
10	Spectrogram 1	1	1.8782	1.9763	25000	125000
