Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0819	25000	125000
2	Spectrogram 1	1	0.1417	0.3422	25000	125000
3	Spectrogram 1	1	0.3593	0.5769	25000	125000
4	Spectrogram 1	1	0.6195	0.7219	25000	125000
5	Spectrogram 1	1	0.7305	0.8926	25000	125000
6	Spectrogram 1	1	0.931	1.0377	25000	125000
7	Spectrogram 1	1	1.0462	1.123	25000	125000
8	Spectrogram 1	1	1.1571	1.2382	25000	125000
9	Spectrogram 1	1	1.2638	1.3534	25000	125000
10	Spectrogram 1	1	1.4046	1.4985	25000	125000
11	Spectrogram 1	1	1.5155	1.6051	25000	125000
12	Spectrogram 1	1	1.6393	1.8099	25000	125000
13	Spectrogram 1	1	1.8355	1.9166	25000	125000
14	Spectrogram 1	1	1.9337	1.9763	25000	125000
