Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.1075	0.2014	25000	125000
2	Spectrogram 1	1	0.227	0.3593	25000	125000
3	Spectrogram 1	1	0.3763	0.483	25000	125000
4	Spectrogram 1	1	0.5043	0.7561	25000	125000
5	Spectrogram 1	1	0.8329	0.9737	25000	125000
6	Spectrogram 1	1	0.9865	1.2254	25000	125000
7	Spectrogram 1	1	1.2339	1.3875	25000	125000
8	Spectrogram 1	1	1.4003	1.4899	25000	125000
9	Spectrogram 1	1	1.5113	1.6563	25000	125000
10	Spectrogram 1	1	1.6649	1.7673	25000	125000
11	Spectrogram 1	1	1.7886	1.9763	25000	125000
