Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1758	25000	125000
2	Spectrogram 1	1	0.2099	0.3806	25000	125000
3	Spectrogram 1	1	0.4019	0.547	25000	125000
4	Spectrogram 1	1	0.5598	0.7475	25000	125000
5	Spectrogram 1	1	0.7603	0.9395	25000	125000
6	Spectrogram 1	1	0.9481	1.0718	25000	125000
7	Spectrogram 1	1	1.0846	1.2851	25000	125000
8	Spectrogram 1	1	1.2937	1.3705	25000	125000
9	Spectrogram 1	1	1.3833	1.4643	25000	125000
10	Spectrogram 1	1	1.4729	1.635	25000	125000
11	Spectrogram 1	1	1.6478	1.7289	25000	125000
12	Spectrogram 1	1	1.7374	1.8825	25000	125000
13	Spectrogram 1	1	1.891	1.9763	25000	125000
