Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0819	25000	125000
2	Spectrogram 1	1	0.1161	0.2483	25000	125000
3	Spectrogram 1	1	0.2782	0.5513	25000	125000
4	Spectrogram 1	1	0.5897	0.7817	25000	125000
5	Spectrogram 1	1	0.8286	0.9481	25000	125000
6	Spectrogram 1	1	1.0931	1.3235	25000	125000
7	Spectrogram 1	1	1.3534	1.5369	25000	125000
8	Spectrogram 1	1	1.5539	1.6393	25000	125000
9	Spectrogram 1	1	1.6691	1.7417	25000	125000
10	Spectrogram 1	1	1.955	1.9763	25000	125000
