Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.1161	0.2355	25000	125000
2	Spectrogram 1	1	0.3294	0.3763	25000	125000
3	Spectrogram 1	1	0.4361	0.5683	25000	125000
4	Spectrogram 1	1	0.6025	0.7518	25000	125000
5	Spectrogram 1	1	0.8286	0.9225	25000	125000
6	Spectrogram 1	1	0.9566	1.0078	25000	125000
7	Spectrogram 1	1	1.0547	1.1059	25000	125000
8	Spectrogram 1	1	1.187	1.2254	25000	125000
9	Spectrogram 1	1	1.4046	1.5241	25000	125000
10	Spectrogram 1	1	1.9123	1.9678	25000	125000
