Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0862	0.1374	25000	125000
2	Spectrogram 1	1	0.4702	0.5171	25000	125000
3	Spectrogram 1	1	0.6835	0.739	25000	125000
4	Spectrogram 1	1	0.8115	0.9267	25000	125000
5	Spectrogram 1	1	0.9822	1.0846	25000	125000
6	Spectrogram 1	1	1.2339	1.3833	25000	125000
7	Spectrogram 1	1	1.4131	1.4729	25000	125000
8	Spectrogram 1	1	1.5027	1.6307	25000	125000
9	Spectrogram 1	1	1.8355	1.9251	25000	125000
10	Spectrogram 1	1	1.9507	1.9763	25000	125000
