Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.1161	0.1715	25000	125000
2	Spectrogram 1	1	0.3721	0.4275	25000	125000
3	Spectrogram 1	1	0.4659	0.5299	25000	125000
4	Spectrogram 1	1	0.803	0.9395	25000	125000
5	Spectrogram 1	1	0.9609	1.0505	25000	125000
6	Spectrogram 1	1	1.0718	1.1529	25000	125000
7	Spectrogram 1	1	1.187	1.2553	25000	125000
8	Spectrogram 1	1	1.2894	1.3534	25000	125000
9	Spectrogram 1	1	1.3961	1.5411	25000	125000
10	Spectrogram 1	1	1.5582	1.6905	25000	125000
11	Spectrogram 1	1	1.7161	1.8569	25000	125000
12	Spectrogram 1	1	1.8867	1.9763	25000	125000
