Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1502	25000	125000
2	Spectrogram 1	1	0.4019	0.4446	25000	125000
3	Spectrogram 1	1	0.5385	0.6451	25000	125000
4	Spectrogram 1	1	0.7475	0.8457	25000	125000
5	Spectrogram 1	1	0.9353	1.0462	25000	125000
6	Spectrogram 1	1	1.0803	1.2382	25000	125000
7	Spectrogram 1	1	1.2723	1.4174	25000	125000
8	Spectrogram 1	1	1.4473	1.5881	25000	125000
9	Spectrogram 1	1	1.6009	1.7289	25000	125000
10	Spectrogram 1	1	1.7502	1.9038	25000	125000
11	Spectrogram 1	1	1.9337	1.9763	25000	125000
