Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.163	25000	125000
2	Spectrogram 1	1	0.2014	0.3593	25000	125000
3	Spectrogram 1	1	0.3977	0.5513	25000	125000
4	Spectrogram 1	1	0.675	0.7689	25000	125000
5	Spectrogram 1	1	0.7987	0.931	25000	125000
6	Spectrogram 1	1	0.9737	1.0291	25000	125000
7	Spectrogram 1	1	1.0718	1.1145	25000	125000
8	Spectrogram 1	1	1.1657	1.2723	25000	125000
9	Spectrogram 1	1	1.3363	1.5027	25000	125000
10	Spectrogram 1	1	1.5411	1.6521	25000	125000
11	Spectrogram 1	1	1.699	1.7929	25000	125000
12	Spectrogram 1	1	1.8355	1.9763	25000	125000
