Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.419	0.4574	25000	125000
2	Spectrogram 1	1	0.5086	0.611	25000	125000
3	Spectrogram 1	1	0.6366	0.7262	25000	125000
4	Spectrogram 1	1	0.7561	0.8329	25000	125000
5	Spectrogram 1	1	0.8627	0.9182	25000	125000
6	Spectrogram 1	1	0.9566	1.0505	25000	125000
7	Spectrogram 1	1	1.0718	1.1827	25000	125000
8	Spectrogram 1	1	1.1998	1.3705	25000	125000
9	Spectrogram 1	1	1.3961	1.5326	25000	125000
10	Spectrogram 1	1	1.5582	1.6307	25000	125000
11	Spectrogram 1	1	1.8398	1.8782	25000	125000
