Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0691	25000	125000
2	Spectrogram 1	1	0.1075	0.1715	25000	125000
3	Spectrogram 1	1	0.2185	0.2739	25000	125000
4	Spectrogram 1	1	0.3422	0.5129	25000	125000
5	Spectrogram 1	1	0.5641	0.6067	25000	125000
6	Spectrogram 1	1	0.6622	0.7347	25000	125000
7	Spectrogram 1	1	0.7689	0.8371	25000	125000
8	Spectrogram 1	1	0.8841	0.9438	25000	125000
9	Spectrogram 1	1	0.9779	1.1486	25000	125000
10	Spectrogram 1	1	1.1827	1.2595	25000	125000
11	Spectrogram 1	1	1.3022	1.4601	25000	125000
12	Spectrogram 1	1	1.4899	1.6435	25000	125000
13	Spectrogram 1	1	1.6649	1.7246	25000	125000
14	Spectrogram 1	1	1.763	1.8099	25000	125000
15	Spectrogram 1	1	1.8483	1.9763	25000	125000
