Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0307	0.0862	25000	125000
2	Spectrogram 1	1	0.1331	0.1929	25000	125000
3	Spectrogram 1	1	0.2398	0.2867	25000	125000
4	Spectrogram 1	1	0.3337	0.3806	25000	125000
5	Spectrogram 1	1	0.4318	0.4873	25000	125000
6	Spectrogram 1	1	0.5427	0.5811	25000	125000
7	Spectrogram 1	1	0.7177	0.7945	25000	125000
8	Spectrogram 1	1	0.8371	0.8969	25000	125000
9	Spectrogram 1	1	0.9438	1.0078	25000	125000
10	Spectrogram 1	1	1.059	1.1785	25000	125000
11	Spectrogram 1	1	1.2126	1.3065	25000	125000
12	Spectrogram 1	1	1.3491	1.4387	25000	125000
13	Spectrogram 1	1	1.4771	1.571	25000	125000
14	Spectrogram 1	1	1.6051	1.6606	25000	125000
15	Spectrogram 1	1	1.7118	1.8526	25000	125000
16	Spectrogram 1	1	1.8825	1.9379	25000	125000
