Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0947	25000	125000
2	Spectrogram 1	1	0.1075	0.2483	25000	125000
3	Spectrogram 1	1	0.2697	0.3593	25000	125000
4	Spectrogram 1	1	0.3763	0.4489	25000	125000
5	Spectrogram 1	1	0.4745	0.547	25000	125000
6	Spectrogram 1	1	0.5683	0.6537	25000	125000
7	Spectrogram 1	1	0.6963	0.7689	25000	125000
8	Spectrogram 1	1	0.8073	0.8713	25000	125000
9	Spectrogram 1	1	0.9139	1.0761	25000	125000
10	Spectrogram 1	1	1.0889	1.2169	25000	125000
11	Spectrogram 1	1	1.2425	1.3193	25000	125000
12	Spectrogram 1	1	1.3491	1.5369	25000	125000
13	Spectrogram 1	1	1.5625	1.7161	25000	125000
14	Spectrogram 1	1	1.7374	1.8057	25000	125000
15	Spectrogram 1	1	1.8398	1.955	25000	125000
