Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.3294	0.3763	25000	125000
2	Spectrogram 1	1	0.4318	0.5342	25000	125000
3	Spectrogram 1	1	0.5939	0.6579	25000	125000
4	Spectrogram 1	1	0.7475	0.8073	25000	125000
5	Spectrogram 1	1	0.9779	1.0419	25000	125000
6	Spectrogram 1	1	1.1017	1.1742	25000	125000
7	Spectrogram 1	1	1.2211	1.2851	25000	125000
8	Spectrogram 1	1	1.3278	1.3662	25000	125000
9	Spectrogram 1	1	1.4174	1.4771	25000	125000
10	Spectrogram 1	1	1.6563	1.7246	25000	125000
11	Spectrogram 1	1	1.7843	1.8355	25000	125000
