Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0478	25000	125000
2	Spectrogram 1	1	0.0819	0.1801	25000	125000
3	Spectrogram 1	1	0.1886	0.2569	25000	125000
4	Spectrogram 1	1	0.2825	0.4574	25000	125000
5	Spectrogram 1	1	0.4787	0.7006	25000	125000
6	Spectrogram 1	1	1.0633	1.2297	25000	125000
7	Spectrogram 1	1	1.2553	1.3747	25000	125000
8	Spectrogram 1	1	1.3961	1.5241	25000	125000
9	Spectrogram 1	1	1.5497	1.7075	25000	125000
10	Spectrogram 1	1	1.7203	1.7758	25000	125000
11	Spectrogram 1	1	1.8099	1.8825	25000	125000
12	Spectrogram 1	1	1.9081	1.9763	25000	125000
