Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1203	25000	125000
2	Spectrogram 1	1	0.163	0.3251	25000	125000
3	Spectrogram 1	1	0.3635	0.547	25000	125000
4	Spectrogram 1	1	0.5939	0.6963	25000	125000
5	Spectrogram 1	1	0.8499	0.8883	25000	125000
6	Spectrogram 1	1	0.9993	1.0675	25000	125000
7	Spectrogram 1	1	1.1187	1.1699	25000	125000
8	Spectrogram 1	1	1.2382	1.2937	25000	125000
9	Spectrogram 1	1	1.3961	1.443	25000	125000
10	Spectrogram 1	1	1.4942	1.5411	25000	125000
11	Spectrogram 1	1	1.6265	1.6649	25000	125000
12	Spectrogram 1	1	1.8654	1.9123	25000	125000
