Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.035	25000	125000
2	Spectrogram 1	1	0.0947	0.1417	25000	125000
3	Spectrogram 1	1	0.1929	0.2398	25000	125000
4	Spectrogram 1	1	0.2825	0.3379	25000	125000
5	Spectrogram 1	1	0.3891	0.4702	25000	125000
6	Spectrogram 1	1	0.5171	0.5769	25000	125000
7	Spectrogram 1	1	0.6366	0.6835	25000	125000
8	Spectrogram 1	1	1.2553	1.3107	25000	125000
9	Spectrogram 1	1	1.3705	1.4217	25000	125000
10	Spectrogram 1	1	1.4771	1.5326	25000	125000
11	Spectrogram 1	1	1.5838	1.6307	25000	125000
12	Spectrogram 1	1	1.6862	1.7417	25000	125000
13	Spectrogram 1	1	1.8825	1.9251	25000	125000
