Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0307	0.1459	25000	125000
2	Spectrogram 1	1	0.163	0.3038	25000	125000
3	Spectrogram 1	1	0.3251	0.4659	25000	125000
4	Spectrogram 1	1	0.4958	0.5385	25000	125000
5	Spectrogram 1	1	0.675	0.7219	25000	125000
6	Spectrogram 1	1	0.7603	0.8286	25000	125000
7	Spectrogram 1	1	0.8542	0.9267	25000	125000
8	Spectrogram 1	1	0.9779	1.0505	25000	125000
9	Spectrogram 1	1	1.0931	1.1358	25000	125000
10	Spectrogram 1	1	1.3022	1.3449	25000	125000
11	Spectrogram 1	1	1.4217	1.4601	25000	125000
12	Spectrogram 1	1	1.6265	1.6819	25000	125000
13	Spectrogram 1	1	1.7459	1.8185	25000	125000
14	Spectrogram 1	1	1.8526	1.9166	25000	125000
