Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1459	25000	125000
2	Spectrogram 1	1	0.1673	0.2953	25000	125000
3	Spectrogram 1	1	0.3209	0.4958	25000	125000
4	Spectrogram 1	1	0.5299	0.6878	25000	125000
5	Spectrogram 1	1	0.7561	0.9481	25000	125000
6	Spectrogram 1	1	1.0675	1.2425	25000	125000
7	Spectrogram 1	1	1.2766	1.4345	25000	125000
8	Spectrogram 1	1	1.4473	1.6051	25000	125000
9	Spectrogram 1	1	1.6307	1.8867	25000	125000
10	Spectrogram 1	1	1.9251	1.9763	25000	125000
