Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1161	25000	125000
2	Spectrogram 1	1	0.1545	0.3678	25000	125000
3	Spectrogram 1	1	0.4062	0.5683	25000	125000
4	Spectrogram 1	1	0.6025	0.7134	25000	125000
5	Spectrogram 1	1	0.7475	0.8201	25000	125000
6	Spectrogram 1	1	0.8585	1.0163	25000	125000
7	Spectrogram 1	1	1.0547	1.2169	25000	125000
8	Spectrogram 1	1	1.2467	1.4089	25000	125000
9	Spectrogram 1	1	1.4515	1.5283	25000	125000
10	Spectrogram 1	1	1.5582	1.6819	25000	125000
11	Spectrogram 1	1	1.6905	1.7886	25000	125000
12	Spectrogram 1	1	1.7971	1.8995	25000	125000
13	Spectrogram 1	1	1.9123	1.9763	25000	125000
