Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1459	25000	125000
2	Spectrogram 1	1	0.1715	0.3166	25000	125000
3	Spectrogram 1	1	0.3507	0.4617	25000	125000
4	Spectrogram 1	1	0.4958	0.6153	25000	125000
5	Spectrogram 1	1	0.6366	0.7731	25000	125000
6	Spectrogram 1	1	0.803	0.8969	25000	125000
7	Spectrogram 1	1	0.9267	0.9993	25000	125000
8	Spectrogram 1	1	1.1059	1.2126	25000	125000
9	Spectrogram 1	1	1.2382	1.3662	25000	125000
10	Spectrogram 1	1	1.4046	1.5369	25000	125000
11	Spectrogram 1	1	1.5539	1.6947	25000	125000
12	Spectrogram 1	1	1.7289	1.7801	25000	125000
13	Spectrogram 1	1	1.8398	1.8867	25000	125000
