Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0819	0.2441	25000	125000
2	Spectrogram 1	1	0.3209	0.4489	25000	125000
3	Spectrogram 1	1	0.483	0.5342	25000	125000
4	Spectrogram 1	1	0.5854	0.7091	25000	125000
5	Spectrogram 1	1	0.739	0.803	25000	125000
6	Spectrogram 1	1	0.8414	0.9139	25000	125000
7	Spectrogram 1	1	0.9523	0.995	25000	125000
8	Spectrogram 1	1	1.0547	1.1017	25000	125000
9	Spectrogram 1	1	1.1571	1.2937	25000	125000
10	Spectrogram 1	1	1.3193	1.3747	25000	125000
11	Spectrogram 1	1	1.4345	1.4985	25000	125000
12	Spectrogram 1	1	1.571	1.6435	25000	125000
13	Spectrogram 1	1	1.827	1.8867	25000	125000
