Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0777	25000	125000
2	Spectrogram 1	1	0.1203	0.1715	25000	125000
3	Spectrogram 1	1	0.2057	0.2654	25000	125000
4	Spectrogram 1	1	0.3038	0.355	25000	125000
5	Spectrogram 1	1	0.8542	0.9353	25000	125000
6	Spectrogram 1	1	1.1315	1.2126	25000	125000
7	Spectrogram 1	1	1.2339	1.3321	25000	125000
8	Spectrogram 1	1	1.443	1.5155	25000	125000
9	Spectrogram 1	1	1.5838	1.6563	25000	125000
10	Spectrogram 1	1	1.6905	1.8099	25000	125000
11	Spectrogram 1	1	1.8483	1.9337	25000	125000
