Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0606	0.1075	25000	125000
2	Spectrogram 1	1	0.2569	0.3337	25000	125000
3	Spectrogram 1	1	0.3593	0.4147	25000	125000
4	Spectrogram 1	1	0.4745	0.5641	25000	125000
5	Spectrogram 1	1	0.5982	0.6579	25000	125000
6	Spectrogram 1	1	0.7049	0.7646	25000	125000
7	Spectrogram 1	1	0.8115	0.8798	25000	125000
8	Spectrogram 1	1	0.9225	0.9993	25000	125000
9	Spectrogram 1	1	1.0505	1.1102	25000	125000
10	Spectrogram 1	1	1.3193	1.3833	25000	125000
11	Spectrogram 1	1	1.6563	1.7033	25000	125000
12	Spectrogram 1	1	1.7545	1.8014	25000	125000
13	Spectrogram 1	1	1.8483	1.9081	25000	125000
14	Spectrogram 1	1	1.9422	1.9763	25000	125000
