Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0862	25000	125000
2	Spectrogram 1	1	0.1161	0.2995	25000	125000
3	Spectrogram 1	1	0.3337	0.4574	25000	125000
4	Spectrogram 1	1	0.5086	0.5726	25000	125000
5	Spectrogram 1	1	0.6409	0.7945	25000	125000
6	Spectrogram 1	1	0.8073	0.9011	25000	125000
7	Spectrogram 1	1	0.9651	1.1785	25000	125000
8	Spectrogram 1	1	1.2681	1.4643	25000	125000
9	Spectrogram 1	1	1.5667	1.7118	25000	125000
10	Spectrogram 1	1	1.7843	1.8611	25000	125000
11	Spectrogram 1	1	1.9038	1.9763	25000	125000
