Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0521	0.2099	25000	125000
2	Spectrogram 1	1	0.2355	0.3593	25000	125000
3	Spectrogram 1	1	0.3977	0.4958	25000	125000
4	Spectrogram 1	1	0.5513	0.5982	25000	125000
5	Spectrogram 1	1	0.6409	0.7305	25000	125000
6	Spectrogram 1	1	0.7731	0.8499	25000	125000
7	Spectrogram 1	1	0.8798	0.9523	25000	125000
8	Spectrogram 1	1	1.0163	1.1401	25000	125000
9	Spectrogram 1	1	1.1657	1.2126	25000	125000
10	Spectrogram 1	1	1.4686	1.5497	25000	125000
