Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.035	0.2697	25000	125000
2	Spectrogram 1	1	0.3166	0.5257	25000	125000
3	Spectrogram 1	1	0.547	0.6835	25000	125000
4	Spectrogram 1	1	0.7006	0.8499	25000	125000
5	Spectrogram 1	1	1.1913	1.2809	25000	125000
6	Spectrogram 1	1	1.2894	1.3577	25000	125000
7	Spectrogram 1	1	1.3875	1.4643	25000	125000
8	Spectrogram 1	1	1.4985	1.5625	25000	125000
9	Spectrogram 1	1	1.6051	1.7417	25000	125000
10	Spectrogram 1	1	1.7545	1.9763	25000	125000
