Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1289	25000	125000
2	Spectrogram 1	1	0.1502	0.2995	25000	125000
3	Spectrogram 1	1	0.3251	0.4019	25000	125000
4	Spectrogram 1	1	0.4361	0.5086	25000	125000
5	Spectrogram 1	1	0.5427	0.6238	25000	125000
6	Spectrogram 1	1	0.6622	0.7475	25000	125000
7	Spectrogram 1	1	0.7646	0.8414	25000	125000
8	Spectrogram 1	1	0.867	0.9395	25000	125000
9	Spectrogram 1	1	0.9609	1.0206	25000	125000
10	Spectrogram 1	1	1.1401	1.2254	25000	125000
11	Spectrogram 1	1	1.3619	1.4217	25000	125000
12	Spectrogram 1	1	1.6478	1.7118	25000	125000
13	Spectrogram 1	1	1.7502	1.8099	25000	125000
14	Spectrogram 1	1	1.8441	1.8953	25000	125000
15	Spectrogram 1	1	1.9209	1.9763	25000	125000
