Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1118	25000	125000
2	Spectrogram 1	1	0.1843	0.2995	25000	125000
3	Spectrogram 1	1	0.3209	0.5001	25000	125000
4	Spectrogram 1	1	0.5513	0.6835	25000	125000
5	Spectrogram 1	1	0.7518	0.8713	25000	125000
6	Spectrogram 1	1	0.8926	1.0846	25000	125000
7	Spectrogram 1	1	1.1657	1.3235	25000	125000
8	Spectrogram 1	1	1.3705	1.4387	25000	125000
9	Spectrogram 1	1	1.5454	1.5923	25000	125000
10	Spectrogram 1	1	1.7502	1.8014	25000	125000
