Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1459	25000	125000
2	Spectrogram 1	1	0.1758	0.2867	25000	125000
3	Spectrogram 1	1	0.3123	0.4659	25000	125000
4	Spectrogram 1	1	0.4915	0.6067	25000	125000
5	Spectrogram 1	1	0.8201	0.9225	25000	125000
6	Spectrogram 1	1	0.9651	1.0377	25000	125000
7	Spectrogram 1	1	1.0803	1.1614	25000	125000
8	Spectrogram 1	1	1.6051	1.6606	25000	125000
9	Spectrogram 1	1	1.699	1.7673	25000	125000
10	Spectrogram 1	1	1.8398	1.8782	25000	125000
11	Spectrogram 1	1	1.9465	1.9763	25000	125000
