Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0307	0.0947	25000	125000
2	Spectrogram 1	1	0.1203	0.1801	25000	125000
3	Spectrogram 1	1	0.2142	0.3593	25000	125000
4	Spectrogram 1	1	0.3849	0.4659	25000	125000
5	Spectrogram 1	1	0.5043	0.5641	25000	125000
6	Spectrogram 1	1	0.7134	0.7774	25000	125000
7	Spectrogram 1	1	0.8243	0.8969	25000	125000
8	Spectrogram 1	1	0.931	0.9822	25000	125000
9	Spectrogram 1	1	1.0206	1.0974	25000	125000
10	Spectrogram 1	1	1.1401	1.2126	25000	125000
11	Spectrogram 1	1	1.2467	1.2894	25000	125000
12	Spectrogram 1	1	1.3321	1.4729	25000	125000
13	Spectrogram 1	1	1.5369	1.6478	25000	125000
14	Spectrogram 1	1	1.7673	1.8142	25000	125000
15	Spectrogram 1	1	1.8483	1.9763	25000	125000
