Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0393	0.227	25000	125000
2	Spectrogram 1	1	0.2611	0.3721	25000	125000
3	Spectrogram 1	1	0.4105	0.5171	25000	125000
4	Spectrogram 1	1	0.5513	0.6323	25000	125000
5	Spectrogram 1	1	0.7049	0.7987	25000	125000
6	Spectrogram 1	1	0.9566	1.0163	25000	125000
7	Spectrogram 1	1	1.0761	1.1657	25000	125000
8	Spectrogram 1	1	1.2254	1.3022	25000	125000
9	Spectrogram 1	1	1.3449	1.4259	25000	125000
10	Spectrogram 1	1	1.4515	1.5454	25000	125000
11	Spectrogram 1	1	1.5795	1.6393	25000	125000
12	Spectrogram 1	1	1.6819	1.7374	25000	125000
13	Spectrogram 1	1	1.7715	1.8227	25000	125000
