Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0777	25000	125000
2	Spectrogram 1	1	0.1075	0.1673	25000	125000
3	Spectrogram 1	1	0.2014	0.2611	25000	125000
4	Spectrogram 1	1	0.3038	0.3635	25000	125000
5	Spectrogram 1	1	0.3977	0.4617	25000	125000
6	Spectrogram 1	1	0.4958	0.6409	25000	125000
7	Spectrogram 1	1	0.6622	0.7518	25000	125000
8	Spectrogram 1	1	0.7731	0.8798	25000	125000
9	Spectrogram 1	1	0.8926	0.9865	25000	125000
10	Spectrogram 1	1	1.0121	1.0889	25000	125000
11	Spectrogram 1	1	1.1187	1.2083	25000	125000
12	Spectrogram 1	1	1.2297	1.3363	25000	125000
13	Spectrogram 1	1	1.3662	1.4302	25000	125000
14	Spectrogram 1	1	1.4771	1.5454	25000	125000
15	Spectrogram 1	1	1.5881	1.6734	25000	125000
16	Spectrogram 1	1	1.699	1.7758	25000	125000
17	Spectrogram 1	1	1.827	1.8867	25000	125000
18	Spectrogram 1	1	1.9251	1.9763	25000	125000
