Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0905	25000	125000
2	Spectrogram 1	1	0.1118	0.1673	25000	125000
3	Spectrogram 1	1	0.2099	0.3337	25000	125000
4	Spectrogram 1	1	0.4489	0.5257	25000	125000
5	Spectrogram 1	1	0.5726	0.6537	25000	125000
6	Spectrogram 1	1	0.6921	0.8371	25000	125000
7	Spectrogram 1	1	0.8627	0.9353	25000	125000
8	Spectrogram 1	1	0.9609	1.0377	25000	125000
9	Spectrogram 1	1	1.0633	1.1017	25000	125000
10	Spectrogram 1	1	1.1486	1.2041	25000	125000
11	Spectrogram 1	1	1.2467	1.3022	25000	125000
12	Spectrogram 1	1	1.3406	1.3918	25000	125000
13	Spectrogram 1	1	1.443	1.5198	25000	125000
14	Spectrogram 1	1	1.5625	1.6862	25000	125000
15	Spectrogram 1	1	1.7161	1.8227	25000	125000
16	Spectrogram 1	1	1.8441	1.9038	25000	125000
17	Spectrogram 1	1	1.9422	1.9763	25000	125000
