Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0691	25000	125000
2	Spectrogram 1	1	0.0819	0.1801	25000	125000
3	Spectrogram 1	1	0.2014	0.3593	25000	125000
4	Spectrogram 1	1	0.3763	0.5598	25000	125000
5	Spectrogram 1	1	0.5982	0.7902	25000	125000
6	Spectrogram 1	1	0.8286	0.995	25000	125000
7	Spectrogram 1	1	1.0163	1.2851	25000	125000
8	Spectrogram 1	1	1.3022	1.3918	25000	125000
9	Spectrogram 1	1	1.4217	1.5753	25000	125000
10	Spectrogram 1	1	1.5838	1.6905	25000	125000
11	Spectrogram 1	1	1.7033	1.7758	25000	125000
12	Spectrogram 1	1	1.8099	1.8825	25000	125000
13	Spectrogram 1	1	1.9081	1.9763	25000	125000
