Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0606	0.1971	25000	125000
2	Spectrogram 1	1	0.2526	0.3081	25000	125000
3	Spectrogram 1	1	0.3507	0.4062	25000	125000
4	Spectrogram 1	1	0.4659	0.6195	25000	125000
5	Spectrogram 1	1	0.6494	0.7603	25000	125000
6	Spectrogram 1	1	0.7902	0.8457	25000	125000
7	Spectrogram 1	1	0.9054	0.9865	25000	125000
8	Spectrogram 1	1	1.0462	1.0974	25000	125000
9	Spectrogram 1	1	1.1571	1.2041	25000	125000
10	Spectrogram 1	1	1.3875	1.4387	25000	125000
11	Spectrogram 1	1	1.7374	1.7886	25000	125000
