Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.099	25000	125000
2	Spectrogram 1	1	0.1203	0.2953	25000	125000
3	Spectrogram 1	1	0.3123	0.4659	25000	125000
4	Spectrogram 1	1	0.4915	0.6963	25000	125000
5	Spectrogram 1	1	0.7262	0.9267	25000	125000
6	Spectrogram 1	1	0.9438	1.1443	25000	125000
7	Spectrogram 1	1	1.1529	1.2126	25000	125000
8	Spectrogram 1	1	1.2382	1.4601	25000	125000
9	Spectrogram 1	1	1.4899	1.6734	25000	125000
10	Spectrogram 1	1	1.699	1.9081	25000	125000
11	Spectrogram 1	1	1.9337	1.9763	25000	125000
