Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1033	25000	125000
2	Spectrogram 1	1	0.2014	0.2953	25000	125000
3	Spectrogram 1	1	0.3465	0.4489	25000	125000
4	Spectrogram 1	1	0.4617	0.5171	25000	125000
5	Spectrogram 1	1	0.5726	0.6409	25000	125000
6	Spectrogram 1	1	0.9438	1.0675	25000	125000
7	Spectrogram 1	1	1.1486	1.2467	25000	125000
8	Spectrogram 1	1	1.2553	1.3065	25000	125000
9	Spectrogram 1	1	1.4003	1.5497	25000	125000
10	Spectrogram 1	1	1.6009	1.7118	25000	125000
11	Spectrogram 1	1	1.8398	1.8825	25000	125000
12	Spectrogram 1	1	1.955	1.9763	25000	125000
