Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0478	0.1459	25000	125000
2	Spectrogram 1	1	0.1971	0.3081	25000	125000
3	Spectrogram 1	1	0.3379	0.4233	25000	125000
4	Spectrogram 1	1	0.4574	0.6153	25000	125000
5	Spectrogram 1	1	0.6622	0.7774	25000	125000
6	Spectrogram 1	1	0.8371	0.9182	25000	125000
7	Spectrogram 1	1	0.9822	1.0718	25000	125000
8	Spectrogram 1	1	1.0974	1.1699	25000	125000
9	Spectrogram 1	1	1.2083	1.3065	25000	125000
10	Spectrogram 1	1	1.3363	1.5198	25000	125000
11	Spectrogram 1	1	1.571	1.6137	25000	125000
