Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0819	25000	125000
2	Spectrogram 1	1	0.1417	0.3465	25000	125000
3	Spectrogram 1	1	0.3977	0.5811	25000	125000
4	Spectrogram 1	1	0.6238	0.7945	25000	125000
5	Spectrogram 1	1	0.8286	0.8926	25000	125000
6	Spectrogram 1	1	0.9011	1.1187	25000	125000
7	Spectrogram 1	1	1.1657	1.3278	25000	125000
8	Spectrogram 1	1	1.3662	1.4473	25000	125000
9	Spectrogram 1	1	1.4942	1.5582	25000	125000
10	Spectrogram 1	1	1.6179	1.6819	25000	125000
