Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0777	25000	125000
2	Spectrogram 1	1	0.1118	0.1971	25000	125000
3	Spectrogram 1	1	0.2185	0.3593	25000	125000
4	Spectrogram 1	1	0.3806	0.4446	25000	125000
5	Spectrogram 1	1	0.4958	0.5598	25000	125000
6	Spectrogram 1	1	0.6153	0.6622	25000	125000
7	Spectrogram 1	1	0.7006	0.8115	25000	125000
8	Spectrogram 1	1	0.8414	0.9139	25000	125000
9	Spectrogram 1	1	0.9651	1.0291	25000	125000
10	Spectrogram 1	1	1.0889	1.1401	25000	125000
11	Spectrogram 1	1	1.2126	1.2553	25000	125000
12	Spectrogram 1	1	1.3278	1.4771	25000	125000
13	Spectrogram 1	1	1.5113	1.571	25000	125000
14	Spectrogram 1	1	1.6393	1.6947	25000	125000
15	Spectrogram 1	1	1.763	1.8185	25000	125000
16	Spectrogram 1	1	1.891	1.955	25000	125000
