Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0862	0.1289	25000	125000
2	Spectrogram 1	1	0.3635	0.4062	25000	125000
3	Spectrogram 1	1	0.7262	0.7945	25000	125000
4	Spectrogram 1	1	0.8329	0.8883	25000	125000
5	Spectrogram 1	1	0.9182	0.9907	25000	125000
6	Spectrogram 1	1	1.0291	1.0974	25000	125000
7	Spectrogram 1	1	1.123	1.1657	25000	125000
8	Spectrogram 1	1	1.3065	1.3577	25000	125000
9	Spectrogram 1	1	1.4003	1.4515	25000	125000
10	Spectrogram 1	1	1.4857	1.5625	25000	125000
11	Spectrogram 1	1	1.5966	1.6606	25000	125000
12	Spectrogram 1	1	1.6905	1.7545	25000	125000
13	Spectrogram 1	1	1.8739	1.9337	25000	125000
14	Spectrogram 1	1	1.9678	1.9763	25000	125000
