Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0307	0.0862	25000	125000
2	Spectrogram 1	1	0.1246	0.2099	25000	125000
3	Spectrogram 1	1	0.2355	0.3507	25000	125000
4	Spectrogram 1	1	0.3849	0.4489	25000	125000
5	Spectrogram 1	1	0.483	0.6537	25000	125000
6	Spectrogram 1	1	0.6835	0.7347	25000	125000
7	Spectrogram 1	1	0.7817	0.8457	25000	125000
8	Spectrogram 1	1	0.8926	1.0035	25000	125000
9	Spectrogram 1	1	1.059	1.1742	25000	125000
10	Spectrogram 1	1	1.2083	1.3363	25000	125000
11	Spectrogram 1	1	1.3662	1.5027	25000	125000
12	Spectrogram 1	1	1.5283	1.5838	25000	125000
13	Spectrogram 1	1	1.6265	1.7161	25000	125000
14	Spectrogram 1	1	1.7374	1.7886	25000	125000
15	Spectrogram 1	1	1.827	1.891	25000	125000
16	Spectrogram 1	1	1.9337	1.9763	25000	125000
