Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.1971	0.2569	25000	125000
2	Spectrogram 1	1	0.4617	0.5385	25000	125000
3	Spectrogram 1	1	0.5555	0.6153	25000	125000
4	Spectrogram 1	1	0.675	0.7433	25000	125000
5	Spectrogram 1	1	0.8201	0.8713	25000	125000
6	Spectrogram 1	1	0.9139	0.9779	25000	125000
7	Spectrogram 1	1	1.0462	1.1401	25000	125000
8	Spectrogram 1	1	1.2339	1.3449	25000	125000
9	Spectrogram 1	1	1.3747	1.4601	25000	125000
10	Spectrogram 1	1	1.5454	1.6521	25000	125000
11	Spectrogram 1	1	1.8526	1.9209	25000	125000
