Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0905	0.2185	25000	125000
2	Spectrogram 1	1	0.3593	0.4403	25000	125000
3	Spectrogram 1	1	0.4873	0.5598	25000	125000
4	Spectrogram 1	1	0.6025	0.7433	25000	125000
5	Spectrogram 1	1	0.7902	0.8713	25000	125000
6	Spectrogram 1	1	1.0505	1.2425	25000	125000
7	Spectrogram 1	1	1.3918	1.5155	25000	125000
8	Spectrogram 1	1	1.5539	1.6691	25000	125000
9	Spectrogram 1	1	1.699	1.7843	25000	125000
10	Spectrogram 1	1	1.8654	1.9422	25000	125000
