Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1331	25000	125000
2	Spectrogram 1	1	0.1587	0.3251	25000	125000
3	Spectrogram 1	1	0.3422	0.4915	25000	125000
4	Spectrogram 1	1	0.5171	0.6793	25000	125000
5	Spectrogram 1	1	0.6963	0.7945	25000	125000
6	Spectrogram 1	1	0.8201	0.9267	25000	125000
7	Spectrogram 1	1	0.9609	1.0078	25000	125000
8	Spectrogram 1	1	1.6009	1.7118	25000	125000
9	Spectrogram 1	1	1.7331	1.8014	25000	125000
10	Spectrogram 1	1	1.9166	1.9763	25000	125000
