Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1459	25000	125000
2	Spectrogram 1	1	0.1587	0.3337	25000	125000
3	Spectrogram 1	1	0.355	0.4403	25000	125000
4	Spectrogram 1	1	0.8585	0.9395	25000	125000
5	Spectrogram 1	1	0.9651	1.0803	25000	125000
6	Spectrogram 1	1	1.0889	1.1657	25000	125000
7	Spectrogram 1	1	1.1913	1.2723	25000	125000
8	Spectrogram 1	1	1.3107	1.4302	25000	125000
9	Spectrogram 1	1	1.4387	1.635	25000	125000
10	Spectrogram 1	1	1.6478	1.763	25000	125000
11	Spectrogram 1	1	1.8654	1.9763	25000	125000
