Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0478	25000	125000
2	Spectrogram 1	1	0.0819	0.1587	25000	125000
3	Spectrogram 1	1	0.1971	0.3166	25000	125000
4	Spectrogram 1	1	0.3422	0.419	25000	125000
5	Spectrogram 1	1	0.4318	0.5001	25000	125000
6	Spectrogram 1	1	0.5342	0.611	25000	125000
7	Spectrogram 1	1	0.6409	0.6921	25000	125000
8	Spectrogram 1	1	0.8115	0.8841	25000	125000
9	Spectrogram 1	1	0.9054	0.9822	25000	125000
10	Spectrogram 1	1	1.0078	1.0803	25000	125000
11	Spectrogram 1	1	1.1017	1.1699	25000	125000
12	Spectrogram 1	1	1.1955	1.2723	25000	125000
13	Spectrogram 1	1	1.2979	1.3918	25000	125000
14	Spectrogram 1	1	1.4046	1.4515	25000	125000
15	Spectrogram 1	1	1.4814	1.5326	25000	125000
16	Spectrogram 1	1	1.5582	1.6137	25000	125000
17	Spectrogram 1	1	1.7374	1.8697	25000	125000
18	Spectrogram 1	1	1.8782	1.9763	25000	125000
