Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.1758	25000	125000
2	Spectrogram 1	1	0.2185	0.3721	25000	125000
3	Spectrogram 1	1	0.419	0.5129	25000	125000
4	Spectrogram 1	1	0.5555	0.6323	25000	125000
5	Spectrogram 1	1	0.6878	0.7603	25000	125000
6	Spectrogram 1	1	0.9139	0.995	25000	125000
7	Spectrogram 1	1	1.0334	1.1145	25000	125000
8	Spectrogram 1	1	1.1571	1.3193	25000	125000
9	Spectrogram 1	1	1.3619	1.5625	25000	125000
10	Spectrogram 1	1	1.6094	1.7758	25000	125000
11	Spectrogram 1	1	1.8099	1.8739	25000	125000
12	Spectrogram 1	1	1.9294	1.9763	25000	125000
