Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0862	0.1289	25000	125000
2	Spectrogram 1	1	0.2057	0.2441	25000	125000
3	Spectrogram 1	1	0.2825	0.3849	25000	125000
4	Spectrogram 1	1	0.4531	0.5811	25000	125000
5	Spectrogram 1	1	0.5982	0.7134	25000	125000
6	Spectrogram 1	1	0.7433	0.8329	25000	125000
7	Spectrogram 1	1	0.8585	0.9609	25000	125000
8	Spectrogram 1	1	0.9907	1.1017	25000	125000
9	Spectrogram 1	1	1.1358	1.251	25000	125000
10	Spectrogram 1	1	1.2681	1.4259	25000	125000
11	Spectrogram 1	1	1.443	1.5582	25000	125000
12	Spectrogram 1	1	1.9123	1.9763	25000	125000
