Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0307	0.0777	25000	125000
2	Spectrogram 1	1	0.1161	0.1715	25000	125000
3	Spectrogram 1	1	0.2057	0.291	25000	125000
4	Spectrogram 1	1	0.3166	0.3934	25000	125000
5	Spectrogram 1	1	0.4105	0.5001	25000	125000
6	Spectrogram 1	1	0.5214	0.6195	25000	125000
7	Spectrogram 1	1	0.6366	0.7433	25000	125000
8	Spectrogram 1	1	0.7646	0.8542	25000	125000
9	Spectrogram 1	1	0.867	0.9139	25000	125000
10	Spectrogram 1	1	0.9523	1.0334	25000	125000
11	Spectrogram 1	1	1.0505	1.1102	25000	125000
12	Spectrogram 1	1	1.2169	1.2638	25000	125000
