Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0222	0.0734	25000	125000
2	Spectrogram 1	1	0.1203	0.1673	25000	125000
3	Spectrogram 1	1	0.3209	0.3934	25000	125000
4	Spectrogram 1	1	0.5385	0.6153	25000	125000
5	Spectrogram 1	1	0.6451	0.7945	25000	125000
6	Spectrogram 1	1	0.8115	0.9523	25000	125000
7	Spectrogram 1	1	1.0633	1.1401	25000	125000
8	Spectrogram 1	1	1.1529	1.2937	25000	125000
9	Spectrogram 1	1	1.3193	1.4003	25000	125000
10	Spectrogram 1	1	1.4259	1.5241	25000	125000
11	Spectrogram 1	1	1.5454	1.7331	25000	125000
12	Spectrogram 1	1	1.763	1.8569	25000	125000
