Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.0563	0.1203	25000	125000
2	Spectrogram 1	1	0.1758	0.2398	25000	125000
3	Spectrogram 1	1	0.2867	0.3337	25000	125000
4	Spectrogram 1	1	0.3849	0.5171	25000	125000
5	Spectrogram 1	1	0.5598	0.6153	25000	125000
6	Spectrogram 1	1	0.6622	0.7177	25000	125000
7	Spectrogram 1	1	0.8627	0.931	25000	125000
8	Spectrogram 1	1	0.9737	1.0249	25000	125000
9	Spectrogram 1	1	1.187	1.2254	25000	125000
10	Spectrogram 1	1	1.3619	1.4046	25000	125000
11	Spectrogram 1	1	1.4729	1.5198	25000	125000
12	Spectrogram 1	1	1.5753	1.7545	25000	125000
13	Spectrogram 1	1	1.7971	1.8611	25000	125000
14	Spectrogram 1	1	1.8953	1.9465	25000	125000
